invoice_id,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,VAT,Total,Date,time,Payment_method,COGS,Gross_margin_percentage,Gross_income,Rating,WEEKDAY,Month_
483-71-1164,C,Kano,Normal,Female,"Health and beauty",81.3,6,24.39,512.19,2019-03-08,16:43:00,Ewallet,487.80,4.76,24.39,5.30,Friday,March
484-22-8230,C,Kano,Member,Female,"Fashion accessories",51.89,7,18.16,381.39,2019-01-08,20:08:00,Cash,363.23,4.76,18.16,4.50,Tuesday,January
489-64-4354,C,Kano,Normal,Male,"Fashion accessories",16.28,1,0.81,17.09,2019-03-09,15:36:00,Cash,16.28,4.76,0.81,5.00,Saturday,March
490-29-1201,A,Abuja,Normal,Female,"Sports and travel",15.34,1,0.77,16.11,2019-01-06,11:09:00,Cash,15.34,4.76,0.77,6.50,Sunday,January
490-95-0021,B,Lagos,Member,Female,"Food and beverages",33.21,10,16.61,348.71,2019-01-08,14:25:00,Ewallet,332.10,4.76,16.61,6.00,Tuesday,January
497-36-0989,A,Abuja,Normal,Male,"Fashion accessories",51.94,3,7.79,163.61,2019-02-15,15:21:00,Cash,155.82,4.76,7.79,7.90,Friday,February
497-37-6538,A,Abuja,Normal,Male,"Sports and travel",58.91,7,20.62,432.99,2019-01-17,15:15:00,Ewallet,412.37,4.76,20.62,9.70,Thursday,January
498-41-1961,B,Lagos,Normal,Male,"Health and beauty",66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.40,4.76,16.67,7.60,Wednesday,February
499-27-7781,B,Lagos,Normal,Female,"Food and beverages",53.21,8,21.28,446.96,2019-03-14,16:45:00,Ewallet,425.68,4.76,21.28,5.00,Thursday,March
500-02-2261,C,Kano,Normal,Female,"Food and beverages",57.29,6,17.19,360.93,2019-03-21,17:04:00,Ewallet,343.74,4.76,17.19,5.90,Thursday,March
501-61-1753,B,Lagos,Normal,Female,"Home and lifestyle",63.15,6,18.95,397.85,2019-01-03,20:24:00,Ewallet,378.90,4.76,18.95,9.80,Thursday,January
503-21-4385,B,Lagos,Member,Male,"Health and beauty",39.91,3,5.99,125.72,2019-02-21,12:40:00,Ewallet,119.73,4.76,5.99,9.30,Thursday,February
504-35-8843,A,Abuja,Normal,Male,"Sports and travel",42.47,1,2.12,44.59,2019-01-02,16:57:00,Cash,42.47,4.76,2.12,5.70,Wednesday,January
505-02-0892,B,Lagos,Member,Male,"Health and beauty",42.57,8,17.03,357.59,2019-02-25,14:12:00,Ewallet,340.56,4.76,17.03,5.60,Monday,February
509-10-0516,B,Lagos,Normal,Male,"Home and lifestyle",45.97,4,9.19,193.07,2019-02-09,12:02:00,Ewallet,183.88,4.76,9.19,5.10,Saturday,February
509-29-3912,A,Abuja,Member,Female,"Sports and travel",38.72,9,17.42,365.90,2019-03-20,12:24:00,Ewallet,348.48,4.76,17.42,4.20,Wednesday,March
510-79-0415,B,Lagos,Member,Female,"Sports and travel",23.08,6,6.92,145.40,2019-01-24,19:20:00,Ewallet,138.48,4.76,6.92,4.90,Thursday,January
510-95-6347,B,Lagos,Member,Female,"Food and beverages",48.52,3,7.28,152.84,2019-03-05,18:17:00,Ewallet,145.56,4.76,7.28,4.00,Tuesday,March
512-98-1403,A,Abuja,Member,Female,"Electronic accessories",26.48,3,3.97,83.41,2019-03-21,10:40:00,Ewallet,79.44,4.76,3.97,4.70,Thursday,March
514-37-2845,B,Lagos,Normal,Male,"Fashion accessories",99.25,2,9.93,208.43,2019-03-20,13:02:00,Cash,198.50,4.76,9.93,9.00,Wednesday,March
516-77-6464,C,Kano,Member,Female,"Health and beauty",10.16,5,2.54,53.34,2019-02-24,13:08:00,Ewallet,50.80,4.76,2.54,4.10,Sunday,February
518-17-2983,A,Abuja,Normal,Female,"Fashion accessories",48.63,4,9.73,204.25,2019-02-04,15:44:00,Ewallet,194.52,4.76,9.73,7.60,Monday,February
518-71-6847,B,Lagos,Member,Male,"Food and beverages",26.6,6,7.98,167.58,2019-02-26,15:10:00,Ewallet,159.60,4.76,7.98,4.90,Tuesday,February
522-57-8364,A,Abuja,Member,Male,"Fashion accessories",51.34,8,20.54,431.26,2019-01-31,10:00:00,Ewallet,410.72,4.76,20.54,7.60,Thursday,January
525-88-7307,B,Lagos,Member,Male,"Sports and travel",75.82,1,3.79,79.61,2019-01-31,13:19:00,Cash,75.82,4.76,3.79,5.80,Thursday,January
526-86-8552,C,Kano,Member,Female,"Home and lifestyle",21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,218.20,4.76,10.91,7.10,Monday,January
528-14-9470,A,Abuja,Member,Male,"Health and beauty",91.3,1,4.57,95.87,2019-02-14,14:42:00,Ewallet,91.30,4.76,4.57,9.20,Thursday,February
528-87-5606,B,Lagos,Member,Female,"Electronic accessories",39.48,1,1.97,41.45,2019-02-12,19:43:00,Cash,39.48,4.76,1.97,6.50,Tuesday,February
529-56-3974,B,Lagos,Member,Male,"Electronic accessories",25.51,4,5.10,107.14,2019-03-09,17:03:00,Cash,102.04,4.76,5.10,6.80,Saturday,March
530-90-9855,A,Abuja,Member,Male,"Home and lifestyle",47.59,8,19.04,399.76,2019-01-01,14:47:00,Cash,380.72,4.76,19.04,5.70,Tuesday,January
531-56-4728,A,Abuja,Normal,Male,"Home and lifestyle",80.08,3,12.01,252.25,2019-02-11,15:29:00,Cash,240.24,4.76,12.01,5.40,Monday,February
531-80-1784,A,Abuja,Normal,Male,"Electronic accessories",26.02,7,9.11,191.25,2019-03-28,17:38:00,Cash,182.14,4.76,9.11,5.10,Thursday,March
532-59-7201,B,Lagos,Member,Male,"Sports and travel",79.93,6,23.98,503.56,2019-01-31,14:04:00,Cash,479.58,4.76,23.98,5.50,Thursday,January
533-33-5337,B,Lagos,Normal,Male,"Electronic accessories",79.39,10,39.70,833.60,2019-02-07,20:24:00,Cash,793.90,4.76,39.70,6.20,Thursday,February
533-66-5566,B,Lagos,Normal,Female,"Home and lifestyle",51.07,7,17.87,375.36,2019-01-12,11:42:00,Cash,357.49,4.76,17.87,7.00,Saturday,January
534-53-3526,A,Abuja,Normal,Female,"Sports and travel",94.76,4,18.95,397.99,2019-02-11,16:06:00,Ewallet,379.04,4.76,18.95,7.80,Monday,February
537-72-0426,C,Kano,Member,Male,"Fashion accessories",70.99,10,35.50,745.40,2019-03-20,16:28:00,Cash,709.90,4.76,35.50,5.70,Wednesday,March
538-22-0304,C,Kano,Normal,Male,"Electronic accessories",64.95,10,32.48,681.98,2019-03-24,18:27:00,Cash,649.50,4.76,32.48,5.20,Sunday,March
539-21-7227,B,Lagos,Normal,Female,"Sports and travel",51.54,5,12.89,270.59,2019-01-26,17:45:00,Cash,257.70,4.76,12.89,4.20,Saturday,January
541-08-3113,C,Kano,Normal,Male,"Food and beverages",65.97,8,26.39,554.15,2019-02-02,20:29:00,Cash,527.76,4.76,26.39,8.40,Saturday,February
541-89-9860,C,Kano,Member,Female,"Fashion accessories",80.48,3,12.07,253.51,2019-02-15,12:31:00,Cash,241.44,4.76,12.07,8.10,Friday,February
542-41-0513,B,Lagos,Member,Female,"Electronic accessories",57.49,4,11.50,241.46,2019-03-15,11:57:00,Cash,229.96,4.76,11.50,6.60,Friday,March
544-55-9589,B,Lagos,Member,Female,"Electronic accessories",21.43,10,10.72,225.02,2019-01-28,11:51:00,Cash,214.30,4.76,10.72,6.20,Monday,January
545-07-8534,C,Kano,Normal,Female,"Health and beauty",58.32,2,5.83,122.47,2019-02-14,12:42:00,Ewallet,116.64,4.76,5.83,6.00,Thursday,February
546-80-2899,A,Abuja,Member,Male,"Home and lifestyle",37.69,2,3.77,79.15,2019-02-20,15:29:00,Ewallet,75.38,4.76,3.77,9.50,Wednesday,February
548-48-3156,A,Abuja,Member,Female,"Food and beverages",83.34,2,8.33,175.01,2019-03-19,13:37:00,Cash,166.68,4.76,8.33,7.60,Tuesday,March
549-03-9315,B,Lagos,Normal,Male,"Fashion accessories",94.87,8,37.95,796.91,2019-02-12,12:58:00,Ewallet,758.96,4.76,37.95,8.70,Tuesday,February
549-59-1358,A,Abuja,Member,Male,"Sports and travel",88.63,3,13.29,279.18,2019-03-02,17:36:00,Ewallet,265.89,4.76,13.29,6.00,Saturday,March
549-84-7482,B,Lagos,Normal,Female,"Sports and travel",90.28,9,40.63,853.15,2019-02-08,11:15:00,Ewallet,812.52,4.76,40.63,7.20,Friday,February
549-96-4200,C,Kano,Member,Male,"Food and beverages",17.04,4,3.41,71.57,2019-03-08,20:15:00,Ewallet,68.16,4.76,3.41,7.00,Friday,March
551-21-3069,C,Kano,Normal,Female,"Electronic accessories",23.07,9,10.38,218.01,2019-02-01,11:27:00,Cash,207.63,4.76,10.38,4.90,Friday,February
554-42-2417,C,Kano,Normal,Female,"Sports and travel",95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,954.40,4.76,47.72,5.20,Wednesday,January
554-53-3790,B,Lagos,Normal,Male,"Sports and travel",37.02,6,11.11,233.23,2019-03-22,18:33:00,Cash,222.12,4.76,11.11,4.50,Friday,March
554-53-8700,C,Kano,Member,Male,"Home and lifestyle",56.11,2,5.61,117.83,2019-02-02,10:11:00,Cash,112.22,4.76,5.61,6.30,Saturday,February
556-72-8512,C,Kano,Normal,Male,"Home and lifestyle",22.96,1,1.15,24.11,2019-01-30,20:47:00,Cash,22.96,4.76,1.15,4.30,Wednesday,January
556-86-3144,C,Kano,Member,Female,"Fashion accessories",74.29,1,3.71,78.00,2019-01-13,19:30:00,Cash,74.29,4.76,3.71,5.00,Sunday,January
556-97-7101,C,Kano,Normal,Female,"Electronic accessories",63.22,2,6.32,132.76,2019-01-01,15:51:00,Cash,126.44,4.76,6.32,8.50,Tuesday,January
558-60-5016,A,Abuja,Normal,Female,"Home and lifestyle",33.3,9,14.99,314.69,2019-03-04,15:27:00,Ewallet,299.70,4.76,14.99,7.20,Monday,March
558-80-4082,C,Kano,Normal,Male,"Electronic accessories",27.85,7,9.75,204.70,2019-03-14,17:20:00,Ewallet,194.95,4.76,9.75,6.00,Thursday,March
559-61-5987,B,Lagos,Normal,Female,"Health and beauty",17.75,1,0.89,18.64,2019-01-14,10:38:00,Cash,17.75,4.76,0.89,8.60,Monday,January
559-98-9873,A,Abuja,Member,Female,"Fashion accessories",53.65,7,18.78,394.33,2019-02-10,12:56:00,Ewallet,375.55,4.76,18.78,5.20,Sunday,February
560-30-5617,B,Lagos,Normal,Female,"Sports and travel",24.77,5,6.19,130.04,2019-03-24,18:27:00,Cash,123.85,4.76,6.19,8.50,Sunday,March
560-49-6611,A,Abuja,Member,Female,"Sports and travel",45.58,1,2.28,47.86,2019-02-07,14:13:00,Cash,45.58,4.76,2.28,9.80,Thursday,February
562-12-5430,A,Abuja,Member,Female,"Fashion accessories",88.15,3,13.22,277.67,2019-01-18,10:11:00,Ewallet,264.45,4.76,13.22,7.90,Friday,January
563-36-9814,A,Abuja,Member,Male,"Electronic accessories",76.82,1,3.84,80.66,2019-02-13,18:27:00,Ewallet,76.82,4.76,3.84,7.20,Wednesday,February
563-47-4072,B,Lagos,Normal,Female,"Health and beauty",55.81,6,16.74,351.60,2019-01-22,11:52:00,Cash,334.86,4.76,16.74,9.90,Tuesday,January
563-91-7120,A,Abuja,Normal,Female,"Fashion accessories",61.77,5,15.44,324.29,2019-03-08,13:21:00,Cash,308.85,4.76,15.44,6.70,Friday,March
565-17-3836,A,Abuja,Member,Female,"Health and beauty",47.67,4,9.53,200.21,2019-03-12,14:21:00,Cash,190.68,4.76,9.53,9.10,Tuesday,March
565-67-6697,B,Lagos,Member,Male,"Home and lifestyle",27,9,12.15,255.15,2019-03-02,14:16:00,Cash,243.00,4.76,12.15,4.80,Saturday,March
565-80-5980,C,Kano,Member,Female,"Home and lifestyle",47.38,4,9.48,199.00,2019-01-23,10:25:00,Cash,189.52,4.76,9.48,7.10,Wednesday,January
565-91-4567,B,Lagos,Normal,Male,"Health and beauty",10.75,8,4.30,90.30,2019-03-15,14:38:00,Ewallet,86.00,4.76,4.30,6.20,Friday,March
566-19-5475,B,Lagos,Normal,Male,"Fashion accessories",47.97,7,16.79,352.58,2019-01-07,20:52:00,Cash,335.79,4.76,16.79,6.20,Monday,January
566-71-1091,A,Abuja,Normal,Male,"Fashion accessories",77.02,5,19.26,404.36,2019-02-03,15:59:00,Cash,385.10,4.76,19.26,5.50,Sunday,February
568-88-3448,A,Abuja,Normal,Male,"Health and beauty",25,1,1.25,26.25,2019-03-03,15:09:00,Ewallet,25.00,4.76,1.25,5.50,Sunday,March
569-71-4390,B,Lagos,Normal,Male,"Sports and travel",21.87,2,2.19,45.93,2019-01-25,14:29:00,Ewallet,43.74,4.76,2.19,6.90,Friday,January
571-94-0759,B,Lagos,Member,Female,"Food and beverages",74.6,10,37.30,783.30,2019-01-08,20:55:00,Cash,746.00,4.76,37.30,9.50,Tuesday,January
573-58-9734,B,Lagos,Normal,Female,"Fashion accessories",30.37,3,4.56,95.67,2019-03-28,13:41:00,Ewallet,91.11,4.76,4.56,5.10,Thursday,March
573-98-8548,C,Kano,Member,Female,"Fashion accessories",31.9,1,1.60,33.50,2019-01-05,12:40:00,Ewallet,31.90,4.76,1.60,9.10,Saturday,January
574-22-5561,C,Kano,Member,Female,"Fashion accessories",82.63,10,41.32,867.62,2019-03-19,17:08:00,Ewallet,826.30,4.76,41.32,7.90,Tuesday,March
574-31-8277,B,Lagos,Member,Male,"Fashion accessories",33.63,1,1.68,35.31,2019-03-20,19:55:00,Cash,33.63,4.76,1.68,5.60,Wednesday,March
574-57-9721,C,Kano,Normal,Male,"Food and beverages",43.27,2,4.33,90.87,2019-03-08,16:53:00,Ewallet,86.54,4.76,4.33,5.70,Friday,March
574-80-1489,B,Lagos,Member,Female,"Food and beverages",62.85,4,12.57,263.97,2019-02-25,13:22:00,Ewallet,251.40,4.76,12.57,8.70,Monday,February
575-30-8091,A,Abuja,Normal,Male,"Sports and travel",72.5,8,29.00,609.00,2019-03-16,19:25:00,Ewallet,580.00,4.76,29.00,9.20,Saturday,March
575-67-1508,A,Abuja,Normal,Male,"Electronic accessories",38.6,1,1.93,40.53,2019-01-29,11:26:00,Ewallet,38.60,4.76,1.93,6.70,Tuesday,January
576-31-4774,B,Lagos,Normal,Female,"Health and beauty",73.41,3,11.01,231.24,2019-03-02,13:10:00,Ewallet,220.23,4.76,11.01,4.00,Saturday,March
577-34-7579,C,Kano,Member,Male,"Food and beverages",50.49,9,22.72,477.13,2019-01-10,17:16:00,Cash,454.41,4.76,22.72,5.40,Thursday,January
578-80-7669,B,Lagos,Normal,Male,"Sports and travel",74.97,1,3.75,78.72,2019-03-16,16:58:00,Cash,74.97,4.76,3.75,5.60,Saturday,March
582-52-8065,B,Lagos,Normal,Female,"Fashion accessories",54.31,9,24.44,513.23,2019-02-22,10:49:00,Cash,488.79,4.76,24.44,8.90,Friday,February
583-41-4548,C,Kano,Normal,Male,"Home and lifestyle",16.67,7,5.83,122.52,2019-02-07,11:36:00,Ewallet,116.69,4.76,5.83,7.40,Thursday,February
583-72-1480,C,Kano,Member,Male,"Electronic accessories",37.06,4,7.41,155.65,2019-01-31,16:24:00,Ewallet,148.24,4.76,7.41,9.70,Thursday,January
584-66-4073,C,Kano,Normal,Male,"Fashion accessories",56.5,1,2.83,59.33,2019-03-13,15:45:00,Ewallet,56.50,4.76,2.83,9.60,Wednesday,March
585-03-5943,B,Lagos,Normal,Male,"Health and beauty",18.11,10,9.06,190.16,2019-03-13,11:46:00,Ewallet,181.10,4.76,9.06,5.90,Wednesday,March
585-11-6748,B,Lagos,Member,Male,"Sports and travel",96.8,3,14.52,304.92,2019-03-15,13:05:00,Cash,290.40,4.76,14.52,5.30,Friday,March
585-90-0249,A,Abuja,Member,Male,"Electronic accessories",73.26,1,3.66,76.92,2019-01-27,18:08:00,Ewallet,73.26,4.76,3.66,9.70,Sunday,January
587-03-7455,C,Kano,Member,Female,"Fashion accessories",97.79,7,34.23,718.76,2019-02-16,17:30:00,Ewallet,684.53,4.76,34.23,4.90,Saturday,February
587-73-4862,A,Abuja,Member,Female,"Health and beauty",10.69,5,2.67,56.12,2019-03-26,11:07:00,Ewallet,53.45,4.76,2.67,7.60,Tuesday,March
588-01-7461,C,Kano,Normal,Female,"Food and beverages",33.98,9,15.29,321.11,2019-03-24,10:43:00,Cash,305.82,4.76,15.29,4.20,Sunday,March
588-47-8641,A,Abuja,Member,Male,"Fashion accessories",56.04,10,28.02,588.42,2019-01-14,19:30:00,Ewallet,560.40,4.76,28.02,4.40,Monday,January
592-34-6155,C,Kano,Normal,Male,"Food and beverages",31.77,4,6.35,133.43,2019-01-14,14:43:00,Ewallet,127.08,4.76,6.35,6.20,Monday,January
592-46-1692,C,Kano,Member,Female,"Food and beverages",36.77,7,12.87,270.26,2019-01-11,20:10:00,Cash,257.39,4.76,12.87,7.40,Friday,January
593-14-4239,B,Lagos,Normal,Female,"Home and lifestyle",95.46,8,38.18,801.86,2019-03-05,19:40:00,Ewallet,763.68,4.76,38.18,4.70,Tuesday,March
593-95-4461,C,Kano,Member,Male,"Home and lifestyle",74.86,1,3.74,78.60,2019-03-24,14:49:00,Cash,74.86,4.76,3.74,6.90,Sunday,March
594-34-4444,A,Abuja,Normal,Male,"Electronic accessories",97.16,1,4.86,102.02,2019-03-08,20:38:00,Ewallet,97.16,4.76,4.86,7.20,Friday,March
595-27-4851,A,Abuja,Normal,Female,"Fashion accessories",54.28,7,19.00,398.96,2019-01-27,18:05:00,Ewallet,379.96,4.76,19.00,9.30,Sunday,January
595-86-2894,C,Kano,Member,Male,"Fashion accessories",96.98,4,19.40,407.32,2019-02-06,17:20:00,Ewallet,387.92,4.76,19.40,9.40,Wednesday,February
597-78-7908,C,Kano,Normal,Male,"Fashion accessories",90.22,3,13.53,284.19,2019-02-18,19:39:00,Cash,270.66,4.76,13.53,6.20,Monday,February
598-06-7312,B,Lagos,Member,Male,"Fashion accessories",91.35,1,4.57,95.92,2019-02-16,15:42:00,Cash,91.35,4.76,4.57,6.80,Saturday,February
598-47-9715,C,Kano,Normal,Male,"Electronic accessories",84.07,4,16.81,353.09,2019-03-07,16:54:00,Ewallet,336.28,4.76,16.81,4.40,Thursday,March
602-16-6955,B,Lagos,Normal,Female,"Sports and travel",76.6,10,38.30,804.30,2019-01-24,18:10:00,Ewallet,766.00,4.76,38.30,6.00,Thursday,January
603-07-0961,C,Kano,Member,Male,"Electronic accessories",74.79,5,18.70,392.65,2019-01-10,11:34:00,Cash,373.95,4.76,18.70,4.90,Thursday,January
604-70-6476,A,Abuja,Member,Male,"Fashion accessories",17.94,5,4.49,94.19,2019-01-23,14:04:00,Ewallet,89.70,4.76,4.49,6.80,Wednesday,January
605-03-2706,A,Abuja,Normal,Female,"Health and beauty",15.8,3,2.37,49.77,2019-03-25,18:02:00,Cash,47.40,4.76,2.37,9.50,Monday,March
605-72-4132,C,Kano,Normal,Female,"Food and beverages",94.47,8,37.79,793.55,2019-02-27,15:12:00,Cash,755.76,4.76,37.79,9.10,Wednesday,February
605-83-1050,B,Lagos,Normal,Male,"Fashion accessories",27.18,2,2.72,57.08,2019-03-15,16:26:00,Ewallet,54.36,4.76,2.72,4.30,Friday,March
608-04-3797,B,Lagos,Member,Female,"Health and beauty",25.32,8,10.13,212.69,2019-03-05,20:24:00,Ewallet,202.56,4.76,10.13,8.70,Tuesday,March
608-05-3804,B,Lagos,Member,Male,"Electronic accessories",39.75,1,1.99,41.74,2019-02-25,20:19:00,Cash,39.75,4.76,1.99,6.10,Monday,February
613-59-9758,C,Kano,Normal,Female,"Sports and travel",14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,143.60,4.76,7.18,5.40,Sunday,January
616-24-2851,B,Lagos,Member,Female,"Fashion accessories",17.87,4,3.57,75.05,2019-03-22,14:42:00,Ewallet,71.48,4.76,3.57,6.50,Friday,March
617-15-4209,C,Kano,Member,Male,"Health and beauty",15.37,2,1.54,32.28,2019-03-16,19:47:00,Cash,30.74,4.76,1.54,7.20,Saturday,March
620-02-2046,C,Kano,Normal,Male,"Home and lifestyle",69.4,2,6.94,145.74,2019-01-27,19:48:00,Ewallet,138.80,4.76,6.94,9.00,Sunday,January
622-20-1945,C,Kano,Normal,Female,"Health and beauty",39.42,1,1.97,41.39,2019-01-18,15:08:00,Cash,39.42,4.76,1.97,8.40,Friday,January
626-43-7888,C,Kano,Normal,Female,"Fashion accessories",60.41,8,24.16,507.44,2019-02-07,12:23:00,Ewallet,483.28,4.76,24.16,9.60,Thursday,February
627-95-3243,B,Lagos,Member,Female,"Home and lifestyle",77.68,9,34.96,734.08,2019-02-04,13:21:00,Ewallet,699.12,4.76,34.96,9.80,Monday,February
628-90-8624,B,Lagos,Member,Male,"Health and beauty",82.58,10,41.29,867.09,2019-03-14,14:41:00,Cash,825.80,4.76,41.29,5.00,Thursday,March
629-42-4133,C,Kano,Normal,Male,"Health and beauty",21.8,8,8.72,183.12,2019-02-19,19:24:00,Cash,174.40,4.76,8.72,8.30,Tuesday,February
630-74-5166,A,Abuja,Normal,Male,"Sports and travel",62.13,6,18.64,391.42,2019-03-22,20:19:00,Cash,372.78,4.76,18.64,7.40,Friday,March
632-32-4574,B,Lagos,Normal,Male,"Sports and travel",75.92,8,30.37,637.73,2019-03-20,14:14:00,Cash,607.36,4.76,30.37,5.50,Wednesday,March
633-91-1052,A,Abuja,Normal,Female,"Home and lifestyle",12.03,2,1.20,25.26,2019-01-27,15:51:00,Cash,24.06,4.76,1.20,5.10,Sunday,January
635-28-5728,A,Abuja,Normal,Male,"Health and beauty",56,3,8.40,176.40,2019-02-28,19:33:00,Ewallet,168.00,4.76,8.40,4.80,Thursday,February
635-40-6220,A,Abuja,Normal,Male,"Health and beauty",89.6,8,35.84,752.64,2019-02-07,11:28:00,Ewallet,716.80,4.76,35.84,6.60,Thursday,February
636-17-0325,B,Lagos,Normal,Male,"Health and beauty",62.57,4,12.51,262.79,2019-02-25,18:37:00,Cash,250.28,4.76,12.51,9.50,Monday,February
636-48-8204,A,Abuja,Normal,Male,"Electronic accessories",34.56,5,8.64,181.44,2019-02-17,11:15:00,Ewallet,172.80,4.76,8.64,9.90,Sunday,February
636-98-3364,B,Lagos,Member,Female,"Electronic accessories",26.26,3,3.94,82.72,2019-03-02,12:36:00,Ewallet,78.78,4.76,3.94,6.30,Saturday,March
639-76-1242,C,Kano,Normal,Male,"Food and beverages",40.52,5,10.13,212.73,2019-02-03,15:19:00,Cash,202.60,4.76,10.13,4.50,Sunday,February
640-48-5028,B,Lagos,Member,Female,"Home and lifestyle",88.39,9,39.78,835.29,2019-03-02,12:40:00,Cash,795.51,4.76,39.78,6.30,Saturday,March
640-49-2076,B,Lagos,Normal,Male,"Sports and travel",83.78,8,33.51,703.75,2019-01-10,14:49:00,Cash,670.24,4.76,33.51,5.10,Thursday,January
641-43-2399,B,Lagos,Normal,Male,"Home and lifestyle",25.55,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,102.20,4.76,5.11,5.70,Saturday,January
641-62-7288,B,Lagos,Normal,Male,"Home and lifestyle",99.92,6,29.98,629.50,2019-03-24,13:33:00,Ewallet,599.52,4.76,29.98,7.10,Sunday,March
641-96-3695,C,Kano,Member,Female,"Fashion accessories",43.46,6,13.04,273.80,2019-02-07,17:55:00,Ewallet,260.76,4.76,13.04,8.50,Thursday,February
642-30-6693,B,Lagos,Normal,Female,"Sports and travel",54.51,6,16.35,343.41,2019-03-17,13:54:00,Ewallet,327.06,4.76,16.35,7.80,Sunday,March
642-32-2990,A,Abuja,Normal,Female,"Food and beverages",10.96,10,5.48,115.08,2019-02-02,20:48:00,Ewallet,109.60,4.76,5.48,6.00,Saturday,February
642-61-4706,B,Lagos,Member,Male,"Food and beverages",93.4,2,9.34,196.14,2019-03-30,16:34:00,Cash,186.80,4.76,9.34,5.50,Saturday,March
643-38-7867,A,Abuja,Normal,Male,"Home and lifestyle",97.94,1,4.90,102.84,2019-03-07,11:44:00,Ewallet,97.94,4.76,4.90,6.90,Thursday,March
645-44-1170,A,Abuja,Member,Male,"Home and lifestyle",58.07,9,26.13,548.76,2019-01-19,20:07:00,Ewallet,522.63,4.76,26.13,4.30,Saturday,January
645-78-8093,A,Abuja,Normal,Female,"Sports and travel",93.14,2,9.31,195.59,2019-01-20,18:09:00,Ewallet,186.28,4.76,9.31,4.10,Sunday,January
647-50-1224,A,Abuja,Normal,Female,"Fashion accessories",29.42,10,14.71,308.91,2019-01-12,16:23:00,Ewallet,294.20,4.76,14.71,8.90,Saturday,January
648-83-1321,A,Abuja,Member,Male,"Home and lifestyle",63.56,10,31.78,667.38,2019-01-16,17:59:00,Cash,635.60,4.76,31.78,4.30,Wednesday,January
648-94-3045,C,Kano,Normal,Male,"Health and beauty",58.95,10,29.48,618.98,2019-02-07,14:27:00,Ewallet,589.50,4.76,29.48,8.10,Thursday,February
649-11-3678,C,Kano,Normal,Female,"Food and beverages",22.93,9,10.32,216.69,2019-02-26,20:26:00,Cash,206.37,4.76,10.32,5.50,Tuesday,February
649-29-6775,B,Lagos,Normal,Male,"Fashion accessories",33.52,1,1.68,35.20,2019-02-08,15:31:00,Cash,33.52,4.76,1.68,6.70,Friday,February
651-88-7328,A,Abuja,Normal,Female,"Fashion accessories",65.74,9,29.58,621.24,2019-01-01,13:55:00,Cash,591.66,4.76,29.58,7.70,Tuesday,January
652-49-6720,C,Kano,Member,Female,"Electronic accessories",60.95,1,3.05,64.00,2019-02-18,11:40:00,Ewallet,60.95,4.76,3.05,5.90,Monday,February
655-07-2265,A,Abuja,Normal,Male,"Electronic accessories",78.31,3,11.75,246.68,2019-03-05,16:38:00,Ewallet,234.93,4.76,11.75,5.40,Tuesday,March
655-85-5130,B,Lagos,Member,Female,"Fashion accessories",38.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,153.20,4.76,7.66,5.70,Wednesday,March
658-66-3967,C,Kano,Normal,Male,"Health and beauty",53.19,7,18.62,390.95,2019-01-14,15:42:00,Ewallet,372.33,4.76,18.62,5.00,Monday,January
659-65-8956,B,Lagos,Member,Male,"Fashion accessories",51.36,1,2.57,53.93,2019-01-16,15:26:00,Ewallet,51.36,4.76,2.57,5.20,Wednesday,January
660-29-7083,C,Kano,Normal,Male,"Electronic accessories",55.87,10,27.94,586.64,2019-01-15,15:01:00,Cash,558.70,4.76,27.94,5.80,Tuesday,January
662-72-2873,A,Abuja,Normal,Female,"Food and beverages",40.94,5,10.24,214.94,2019-01-06,13:58:00,Ewallet,204.70,4.76,10.24,9.90,Sunday,January
663-86-9076,C,Kano,Member,Female,"Food and beverages",68.54,8,27.42,575.74,2019-01-08,15:57:00,Ewallet,548.32,4.76,27.42,8.50,Tuesday,January
665-63-9737,B,Lagos,Normal,Male,"Fashion accessories",52.42,3,7.86,165.12,2019-02-27,17:36:00,Ewallet,157.26,4.76,7.86,7.50,Wednesday,February
667-23-5919,A,Abuja,Member,Female,"Fashion accessories",96.7,5,24.18,507.68,2019-01-14,12:52:00,Ewallet,483.50,4.76,24.18,7.00,Monday,January
667-92-0055,A,Abuja,Member,Male,"Health and beauty",99.83,6,29.95,628.93,2019-03-04,15:02:00,Ewallet,598.98,4.76,29.95,8.50,Monday,March
674-15-9296,A,Abuja,Normal,Male,"Sports and travel",37.14,5,9.29,194.99,2019-01-08,13:05:00,Ewallet,185.70,4.76,9.29,5.00,Tuesday,January
674-56-6360,A,Abuja,Normal,Male,"Electronic accessories",95.15,1,4.76,99.91,2019-03-22,14:00:00,Cash,95.15,4.76,4.76,6.00,Friday,March
676-10-2200,B,Lagos,Member,Male,"Fashion accessories",53.78,1,2.69,56.47,2019-02-03,20:13:00,Ewallet,53.78,4.76,2.69,4.70,Sunday,February
